1,5960
2,5961
3,5962
3,5963
3,5964
3,5965
3,5966
4,5964
4,5966
4,5962
4,5963
4,5965
4,5967
5,5968
6,5969
7,5970
8,5971
9,5972
10,5973
11,5974
11,5975
12,5976
13,5977
14,5978
15,5979
16,5980
17,5980
18,5980
19,5981
20,5982
21,5983
22,5980
23,5984
23,5985
23,5986
24,5987
25,5983
26,5983
27,5984
28,5988
29,5989
30,5972
31,5990
32,5982
33,5991
33,5992
33,5993
34,5994
35,5995
35,5996
36,5995
37,5968
38,5972
39,5997
39,5998
40,5968
40,5999
41,6000
41,6001
42,6001
42,6000
43,5984
43,6002
44,6003
45,6004
46,5977
47,6005
48,6006
48,5990
49,5972
50,6007
51,5991
51,6008
52,6009
53,5962
53,5964
53,5963
53,5965
53,5966
54,6010
55,6010
55,6011
55,5967
56,5995
57,5972
58,6012
59,6013
60,6002
61,5972
62,5972
63,6014
64,5972
65,5982
66,5983
67,6012
68,5983
69,6015
70,6016
71,6017
71,6018
71,6019
71,6020
72,6006
73,5972
74,5980
75,6021
75,6022
76,6023
77,6014
78,6024
78,6025
79,6026
80,5995
80,5996
81,6027
81,5983
82,5996
82,6028
83,6029
84,6030
85,5972
86,5968
87,5999
88,6014
89,6005
89,6031
90,6027
91,5984
91,6032
92,6012
93,5972
94,6033
95,5972
96,6012
97,6033
98,6034
99,6035
99,6036
100,6037
101,6038
102,5972
103,5995
104,6008
105,6039
105,6040
106,6041
107,5997
108,6042
108,6043
109,5987
110,5987
111,6044
112,6045
112,6046
113,6047
113,6048
114,5999
115,6010
116,5972
117,6049
118,6010
119,6002
120,5984
120,6032
121,6050
122,6002
123,6002
124,6051
125,6002
126,6052
126,6053
127,6032
127,5984
128,6054
129,5986
129,5984
130,5984
130,6032
131,5972
132,5972
133,6055
134,6047
135,6047
136,6027
137,6022
138,6056
139,6056
140,6057
141,6032
141,5984
142,6028
143,6040
143,6058
143,6008
143,6059
144,6014
145,5980
146,5988
147,6060
147,6061
148,5983
149,5983
150,6057
151,6026
1,6062
152,6063
152,6064
3,5973
153,6065
154,6066
12,6067
12,6068
155,6069
15,6070
156,6071
156,6064
156,6072
156,6073
156,6074
156,6075
156,6076
18,6072
157,6077
19,5987
19,5999
158,6069
25,5980
41,6078
159,6079
160,6080
58,6081
65,6082
65,6083
66,6084
161,6085
161,6086
161,6003
161,6087
162,6088
162,6064
162,6073
163,6089
163,6067
163,6090
163,6091
163,6092
163,6093
163,6094
79,6095
81,6096
82,6097
88,6039
164,6025
104,6098
105,6095
165,6025
111,6099
121,6100
131,6101
166,6102
167,6096
168,6103
169,6103
170,6101
171,6066
172,6104
172,6105
173,6083
174,6106
175,6107
176,6069
177,6082
178,6108
179,6108
180,6109
181,6110
181,6064
182,6111
183,6111
184,6112
185,6003
186,5987
187,6078
188,6113
188,5987
189,6114
189,6115
189,6116
190,6106
191,6066
192,6092
192,5961
192,6067
192,6117
192,6118
193,6119
194,6120
194,6025
194,6062
195,6097
196,6121
197,6122
198,6095
199,6123
199,5987
200,6124
201,6083
202,6125
203,6072
204,6066
205,6066
206,6119
207,6066
208,6126
209,6127
210,6085
211,6070
212,6078
213,6106
214,6128
215,6107
216,6101
217,6062
149,6129
218,6084
219,6081
219,6130
220,6128
221,5974
222,6069
223,6131
224,6132
225,6103
226,6103
151,6095
227,6131
228,6133
229,6078
229,6134
230,6135
230,6089
231,6069
232,6063
233,5974
234,6101
235,5974
236,6101
237,6132
238,6066
239,6066
240,6126
241,6136
241,6137
241,6138
241,6139
241,6140
241,6141
242,6119
243,6066
244,6126
245,6085
246,6104
247,6066
248,6142
248,6110
248,6078
248,6143
249,6066
250,6083
251,5995
1,6144
252,6145
253,6146
253,6147
253,6148
3,6149
5,6150
5,6151
7,6151
7,6152
8,6073
8,6098
254,6040
254,6153
254,6073
12,6154
12,6155
155,6073
155,6156
155,6157
255,6158
255,5997
14,6157
14,6073
14,6159
256,6160
15,6161
17,6162
17,6146
17,6163
19,6161
19,6146
19,6152
19,6164
19,6165
19,6156
257,6162
258,6166
258,6167
258,6168
258,6169
258,6073
258,6156
158,6157
20,6150
20,6170
20,6171
259,6172
25,6173
25,6146
25,6166
25,6174
25,6175
25,5997
29,6176
260,6177
260,6178
261,6156
32,6179
32,6171
32,6170
33,6180
33,6181
33,6182
262,6157
263,6073
34,6183
34,6184
34,6073
264,6073
264,6185
264,6186
264,6187
264,6188
265,6073
265,6185
265,6187
266,6189
266,6148
267,6146
267,6148
268,6073
268,6190
38,6151
38,6073
40,6151
40,6161
40,6148
40,6180
40,6146
40,6191
40,6156
41,6151
41,6192
41,6193
42,6194
42,6192
42,6165
42,6193
42,6073
42,6151
269,6151
269,6161
269,6156
269,6078
269,6194
269,6166
269,6136
44,6150
45,6152
45,6195
270,6176
270,6166
271,6067
271,6073
49,6173
49,6073
51,6196
272,6073
272,6067
272,6190
272,6197
272,6070
272,6194
272,6156
272,6165
272,6198
52,6157
273,6067
273,6073
274,6149
274,6073
274,6173
55,6139
57,6151
57,6024
57,6073
57,6199
57,6067
57,6194
58,6200
275,6073
275,6192
275,6166
276,6160
276,6201
276,6202
276,6147
276,6197
276,6203
276,6191
277,6158
277,6070
277,6204
277,6194
278,6116
279,6150
61,6067
61,6176
61,6166
280,6205
281,6073
281,6165
63,6168
63,6166
63,6165
63,6073
63,6203
63,6206
63,6194
63,6067
65,6136
65,6176
65,6207
65,6170
282,6208
283,6078
283,6209
283,6186
283,6171
283,6210
283,6166
283,5981
283,6198
283,6211
283,5997
283,6212
283,6136
283,6176
283,6165
283,6206
283,6067
283,6194
284,6213
285,6214
286,6073
286,6136
286,6184
286,6161
286,5981
286,6152
286,6215
286,6205
286,6169
286,6183
161,6216
69,6210
69,6157
69,6176
69,6165
69,6217
69,6166
287,6158
288,6218
289,6152
290,6219
291,6220
291,6165
292,6221
292,6152
293,6162
293,6156
294,6191
294,6160
295,6217
295,6194
295,6073
295,6166
295,6165
295,6176
295,6156
295,6157
295,6210
81,6170
81,6073
81,6222
296,6157
297,6223
297,6224
297,6150
297,6225
297,6073
297,6204
297,6226
86,6073
86,6040
86,6157
298,6221
298,6204
298,6227
298,6226
88,6168
88,6073
164,6136
164,6137
164,6184
164,6146
299,6163
299,6180
299,6191
299,6147
299,6160
92,6156
92,6168
300,6157
300,6073
301,6221
301,6225
301,6204
301,6223
301,6073
302,6156
302,6168
302,6070
302,6161
302,6209
302,6166
302,6171
302,6211
303,6152
304,6228
304,6229
304,6230
304,6040
304,6231
305,6073
96,6169
306,6073
306,6153
306,6232
306,6233
97,6216
307,6176
308,6146
308,6148
308,6189
308,6219
309,6221
309,6159
309,6073
309,6115
309,6204
310,6073
311,6073
311,6157
312,6175
313,6234
314,6157
105,6073
105,6157
315,6184
316,6073
317,6073
317,6152
317,6156
317,6169
165,6184
165,6235
165,6137
318,6178
318,6236
319,6237
320,6238
321,6189
322,6153
323,6223
323,6221
324,6221
324,6223
325,6239
326,6148
327,6240
328,6241
110,6220
329,6194
329,6165
329,6186
329,6176
329,6193
329,6211
329,6242
329,6136
329,5997
329,6067
329,5981
329,6210
329,6078
114,6220
330,6073
330,6243
115,6221
117,6244
118,6124
118,6139
118,6152
331,6152
332,6208
332,6147
121,6245
121,6170
121,6246
123,6247
333,6248
334,6163
334,6146
334,6189
335,6146
136,6222
336,6152
166,6166
